question_id,type,mean_score
0,testing,2.120031524122807
1,testing,2.3495136335784315
2,testing,2.8497767857142855
3,testing,2.0387052210365852
4,testing,2.524650154532967
5,testing,2.4826327625776874
6,testing,2.019345238095238
7,testing,1.8854512965425532
8,testing,2.080773043345256
9,testing,2.088225833953373
10,testing,2.209230981691919
11,testing,2.8009023740310077
12,testing,2.2614862351190474
13,testing,2.0945048715876435
14,testing,2.8293198529411763
15,testing,2.3446623149671053
16,testing,1.953617539516715
17,testing,2.870046713917526
18,testing,2.710592830882353
19,testing,2.306427711664244
20,testing,2.623267983490566
21,testing,2.119299600290698
22,testing,2.7039966425619837
23,testing,2.6395711778085444
24,testing,2.0884715892650463
25,testing,2.081636265345982
26,testing,2.6015395220588236
27,testing,2.174393503289474
28,testing,1.7775519540376752
29,testing,2.6193873355263158
30,testing,2.04108095840669
31,testing,1.9455392020089286
32,testing,2.7294477982954546
33,testing,2.1826007549579325
34,testing,2.2312293419471154
35,testing,1.7885047252588242
36,testing,2.1344482421875
37,testing,1.7848936055041007
38,testing,2.713478458737864
39,testing,2.4924347310126582
40,testing,2.334141062266791
41,testing,2.794921875
42,testing,1.9718191964285714
43,testing,2.1418127111486487
44,testing,2.34642210967781
45,testing,1.8866526285807292
46,testing,2.258572735363924
47,testing,1.9192606207705865
48,testing,2.1029036458333334
49,testing,2.380419921875
50,testing,2.5921519886363638
51,testing,2.2749546595982144
52,testing,2.436409065315315
53,testing,2.2734035326086954
54,testing,2.1066969651442307
55,testing,1.944851574887685
56,testing,1.7636348062423133
57,testing,2.123363597972973
58,testing,2.1260492852393615
59,testing,2.1561002001350307
60,testing,2.087826936141304
61,testing,2.0498046875
62,testing,2.565158210666023
63,testing,2.1922638721955128
64,testing,2.537192841880342
65,testing,2.958767361111111
66,testing,2.147256747159091
67,testing,1.6254979799871576
68,testing,2.5484316259398496
69,testing,2.1219102202868854
70,testing,2.0966299380896225
71,testing,2.7160562236657304
72,testing,2.0471348916330645
73,testing,1.6478559102097603
74,testing,1.9915185851819763
75,testing,2.124545984100877
76,testing,1.9314364264993107
77,testing,2.6757347470238093
78,testing,2.0942027698863637
79,testing,1.9437618215460526
80,testing,2.405198987517112
81,testing,1.951707793445122
82,testing,2.089114990234375
83,testing,2.3665639118975905
84,testing,2.1898029384328357
85,testing,1.9648532911278735
86,testing,1.6004599713264627
87,testing,1.992213199013158
88,testing,2.5190489122483615
89,testing,2.1973191627434323
90,testing,2.0330270235655736
91,testing,2.156562191316451
92,testing,2.728732638888889
93,testing,2.227715975996377
94,testing,1.8538651315789474
95,testing,2.3128076840753424
96,testing,2.01763916015625
97,testing,1.8680616809475807
98,testing,1.6528786929394197
99,testing,1.935663311298077
100,testing,2.282984683388158
101,testing,2.342529296875
102,testing,2.0427751212284484
103,testing,2.0667162698412698
104,testing,2.911804076903808
105,testing,2.3010364879261362
106,testing,2.4290256973140494
107,testing,2.835805828651685
108,testing,2.14605212602459
109,testing,2.2146809895833335
110,testing,2.014876140247692
111,testing,2.2737458881578947
112,testing,2.1322520380434784
113,testing,1.8324224793814061
114,testing,2.166731770833333
115,testing,1.5615393836219031
116,testing,2.3711375701121793
117,testing,2.0573192531779663
118,testing,2.192105876865672
119,testing,2.8406684027777778
120,testing,2.1551953125
121,testing,2.3757853680346384
122,testing,2.8281057257401314
123,testing,2.2554796006944446
124,testing,2.3776671706989245
125,testing,2.748753324468085
126,testing,2.0923892161885247
127,testing,1.6120627282074143
128,testing,2.6764005335365852
129,testing,1.9964500633445945
130,testing,1.8958601804123711
131,testing,2.784576113861386
132,testing,2.2747652823464914
133,testing,2.3112311112253288
134,testing,2.168274245337042
135,testing,2.4029925620719177
136,testing,2.1419370993589744
137,testing,1.9441809622564
138,testing,2.107693142361111
139,testing,2.6711095861486487
140,testing,2.478702121310764
141,testing,2.2536922089041096
142,testing,1.9538062393540356
143,testing,3.0379607371794872
144,testing,2.2825809601814515
145,testing,2.263115234375
146,testing,1.87310757273831
147,testing,2.107057883522727
148,testing,2.1888713430851063
149,testing,2.6776627006880735
150,testing,2.0511939639136907
151,testing,2.0176350911458334
152,testing,2.622366573033708
153,testing,2.30871140813253
154,testing,2.393384308510638
155,testing,2.7072633044554455
156,testing,2.103240966796875
157,testing,2.143525390625
158,testing,2.932883522727273
159,testing,2.2397743999094204
160,testing,2.4068037109375
161,testing,2.1447499836460824
162,testing,2.0607682291666665
163,testing,2.251776333512931
164,testing,2.391618058488176
165,testing,2.2750108506944446
166,testing,2.603639379040948
167,testing,2.528137611237583
168,testing,2.0757774939903846
169,testing,2.262916100543478
170,testing,2.391387143342391
171,testing,2.0821999289772726
172,testing,2.228030182594477
173,testing,2.8713474025974026
174,testing,2.0064065867456895
175,testing,2.2104338765795766
176,testing,1.8613265729417987
177,testing,2.379934210526316
178,testing,2.411484755478896
179,testing,2.019613537534841
180,testing,2.6675687123493974
181,testing,2.08283379737367
182,testing,2.190013315847065
183,testing,2.3687908115671643
184,testing,1.8273722330729167
185,testing,2.8663956925675675
186,testing,2.2617446437026514
187,testing,1.9777052473313739
188,testing,2.6586106115107913
189,testing,2.0981361126077585
190,testing,2.1060791015625
191,testing,2.903292932242991
192,testing,2.1671842981557377
193,testing,1.6372916443707193
194,testing,2.7133316532258065
195,testing,2.166717529296875
196,testing,2.2857704564144736
197,testing,2.8130307404891304
198,testing,2.4139973958333334
199,testing,1.9158146555830793
200,deployment,1.9584437779017858
201,deployment,1.43002339282067
202,deployment,2.159157986111111
203,deployment,2.28552734375
204,deployment,1.8146466373847927
205,deployment,2.3270518543956045
206,deployment,2.1246337890625
207,deployment,2.9165782860103047
208,deployment,1.8792642230636503
209,deployment,1.7119883487099095
210,deployment,1.786033813896048
211,deployment,2.0985243055555554
212,deployment,3.056975608648256
213,deployment,1.893578800154321
214,deployment,2.296638257575758
215,deployment,1.9851288377192982
216,deployment,2.926070085660679
217,deployment,1.8824610318538648
218,deployment,1.6712725239415323
219,deployment,2.052313112745098
220,deployment,3.1239227413667314
221,deployment,2.998328786009626
222,deployment,2.2536119122371496
223,deployment,2.2740773168103448
224,deployment,2.739210304054054
225,deployment,2.578213778409091
226,deployment,2.813701923076923
227,deployment,2.1093852436625875
228,deployment,2.194887907608696
229,deployment,1.9481022307519826
230,deployment,1.997340425531915
231,deployment,2.901027358058608
232,deployment,2.00078125
233,deployment,1.8677262931034482
234,deployment,2.52451884388412
235,deployment,2.3227601410240255
236,deployment,2.946704844029517
237,deployment,2.0496164344879517
238,deployment,2.41965234375
239,deployment,1.9441278176229508
240,deployment,2.279497931985294
241,deployment,1.9260308769311798
242,deployment,1.9234455541237114
243,deployment,2.416711118040966
244,deployment,1.960830965909091
245,deployment,2.23199462890625
246,deployment,2.448334240522541
247,deployment,2.14143937357356
248,deployment,1.7593073259320176
249,deployment,2.467267400568182
250,deployment,1.9829477163461537
251,deployment,2.586340668004587
252,deployment,1.7960379464285714
253,deployment,2.1669634650735294
254,deployment,1.9047386532738095
255,deployment,2.102087569563356
256,deployment,2.3536241319444446
257,deployment,2.1212588028169015
258,deployment,2.5360283243312756
259,deployment,3.006112763375947
260,deployment,1.8745401170518663
261,deployment,2.500095912388393
262,deployment,2.602100800304878
263,deployment,2.000410829741379
264,deployment,1.6620888692640303
265,deployment,2.966797775887915
266,deployment,1.9835048130580357
267,deployment,2.692408970424107
268,deployment,2.5774701286764707
269,deployment,1.7882817663094788
270,deployment,2.9063345907482847
271,deployment,2.02578125
272,deployment,2.222480688202247
273,deployment,2.0316618767337524
274,deployment,1.948296088676948
275,deployment,2.1318359375
276,deployment,2.3512462108810515
277,deployment,2.309303977272727
278,deployment,2.306503665659077
