question_id,type,mean_score
0,testing,84.46518998579545
1,testing,55.0772265625
2,testing,18.656731204710145
3,testing,96.0830078125
4,testing,46.9220703125
5,testing,-14.910719967959972
6,testing,114.56669207317073
7,testing,96.3578464673913
8,testing,26.038734019886363
9,testing,102.13678278688525
10,testing,83.18250644329896
11,testing,42.85033218503937
12,testing,84.3266006097561
13,testing,56.098161764705885
14,testing,63.15697948042169
15,testing,89.18866131756756
16,testing,49.901483444940474
17,testing,59.836019736842104
18,testing,69.372109375
19,testing,55.330636160714285
20,testing,78.32962740384616
21,testing,105.05752247073579
22,testing,53.95013786764706
23,testing,75.97054036458333
24,testing,100.77115102914664
25,testing,40.005080955615945
26,testing,83.97985692771084
27,testing,103.05056818181818
28,testing,57.205282738095235
29,testing,64.72068212365592
30,testing,107.96625905797102
31,testing,91.23451967592592
32,testing,69.43609193313954
33,testing,67.4817995557598
34,testing,42.992561502659576
35,testing,72.44927140778186
36,testing,84.60494956487342
37,testing,158.7799266468395
38,testing,80.03879176980197
39,testing,73.97433035714286
40,testing,73.05384615384615
41,testing,67.60044642857143
42,testing,117.36583333333333
43,testing,65.50143348623853
44,testing,42.34843689249611
45,testing,84.51026785714286
46,testing,81.2142476663961
47,testing,85.50376826640034
48,testing,63.71960616438356
49,testing,75.77465557795699
50,testing,82.88625
51,testing,72.14915503525152
52,testing,50.64983514908257
53,testing,32.04210453539823
54,testing,84.74627976190476
55,testing,153.67872752454883
56,testing,80.59740248375896
57,testing,62.77582465277778
58,testing,101.83958333333334
59,testing,53.43198472394541
60,testing,73.39482276119404
61,testing,86.1796875
62,testing,33.76173489937987
63,testing,64.5257504111842
64,testing,102.03536671605603
65,testing,47.81507731958763
66,testing,101.54503242924528
67,testing,154.54836002066116
68,testing,54.294072041984734
69,testing,77.66896186440678
70,testing,114.74227661596959
71,testing,75.79885057471265
72,testing,92.69010416666667
73,testing,154.98922821969697
74,testing,65.855287171567
75,testing,96.457421875
76,testing,153.91982298259492
77,testing,89.5344893292683
78,testing,79.6458579009434
79,testing,152.69171387751058
80,testing,16.859768584280303
81,testing,60.80166015625
82,testing,31.008654536033163
83,testing,86.67554012345678
84,testing,56.02235576923077
85,testing,143.92943490184757
86,testing,14.539985711104514
87,testing,89.01111505681818
88,testing,124.43408018867925
89,testing,63.27528246661138
90,testing,89.90621689618644
91,testing,50.254814680232556
92,testing,48.58619925902062
93,testing,94.78894589552239
94,testing,65.68860257056451
95,testing,91.76209852430556
96,testing,92.98172883064517
97,testing,68.67291666666667
98,testing,56.31088705726197
99,testing,77.5032242063492
100,testing,52.631312779017854
101,testing,56.389627659574465
102,testing,86.35773577008929
103,testing,93.6577868852459
104,testing,50.83508865694165
105,testing,74.74945494186046
106,testing,46.941504726890756
107,testing,90.44414511494253
108,testing,81.34030720338983
109,testing,45.63597705696203
110,testing,31.53806785300926
111,testing,76.04286317567568
112,testing,79.71183628318585
113,testing,78.00357608834013
114,testing,90.8621026400862
115,testing,60.30690940366973
116,testing,42.96732954545455
117,testing,82.22317023026316
118,testing,85.84867788461538
119,testing,63.75941051136363
120,testing,100.45355308219177
121,testing,93.78125
122,testing,53.55296875
123,testing,64.41875
124,testing,58.86699433379121
125,testing,62.787533967391305
126,testing,80.85963983050847
127,testing,154.69299045138888
128,testing,44.013599833504095
129,testing,69.63606770833333
130,testing,65.46884251644737
131,testing,63.094381313131315
132,testing,92.72404119318182
133,testing,89.83826013513513
134,testing,69.60063495786171
135,testing,89.1790272887324
136,testing,72.89347625890544
137,testing,111.07146192777624
138,testing,72.91696428571429
139,testing,47.34433192422945
140,testing,34.25201896067416
141,testing,93.6555897887324
142,testing,153.50716488486842
143,testing,79.38116776315789
144,testing,84.18072916666667
145,testing,41.27782206632653
146,testing,95.25127482296799
147,testing,85.57274469339623
148,testing,50.44645889945652
149,testing,56.012886974299064
150,testing,66.35542111280488
151,testing,71.86099137931035
152,testing,86.2873114224138
153,testing,77.6220100308642
154,testing,114.83718230284335
155,testing,57.56234217171717
156,testing,87.3234627016129
157,testing,97.814453125
158,testing,61.092995010504204
