question_id,type,mean_score
0,testing,10.837760416666667
1,testing,9.67485119047619
2,testing,9.62860576923077
3,testing,11.028125
4,testing,9.672212837837838
5,testing,9.732446391213388
6,testing,10.394037356321839
7,testing,9.28076675257732
8,testing,9.683022388059701
9,testing,11.359138257575758
10,testing,8.726179534313726
11,testing,9.511126893939394
12,testing,10.917744252873563
13,testing,10.065277777777778
14,testing,10.419034090909092
15,testing,10.881131329113924
16,testing,10.214185393258427
17,testing,10.10203125
18,testing,10.833779761904761
19,testing,9.833567415730338
20,testing,9.8995126146789
21,testing,10.460012335526315
22,testing,9.91507056451613
23,testing,9.32914402173913
24,testing,10.964089912280702
25,testing,10.27305506993007
26,testing,10.432883522727273
27,testing,10.73828125
28,testing,9.768323863636363
29,testing,10.04767219387755
30,testing,10.501266891891891
31,testing,9.636387711864407
32,testing,10.313530219780219
33,testing,10.770005841121495
34,testing,10.038527397260275
35,testing,9.734543441991786
36,testing,10.173121165644172
37,testing,8.781579178370787
38,testing,10.217423349056604
39,testing,10.281821646341463
40,testing,9.4328125
41,testing,9.61306179775281
42,testing,11.320703125
43,testing,9.92749451754386
44,testing,9.409842785493828
45,testing,10.455625
46,testing,9.950647865853659
47,testing,10.550382118927974
48,testing,10.14443108974359
49,testing,10.20328443877551
50,testing,10.1162109375
51,testing,10.05944683908046
52,testing,9.863075657894736
53,testing,9.78509004237288
54,testing,9.808134191176471
55,testing,7.395219097618296
56,testing,10.168320695807315
57,testing,9.705762987012987
58,testing,9.6553125
59,testing,9.995978860294118
60,testing,9.741102430555555
61,testing,9.717690677966102
62,testing,9.19619960639313
63,testing,10.07079475308642
64,testing,6.466339095232356
65,testing,10.46844362745098
66,testing,10.15167025862069
67,testing,8.541403728982676
68,testing,10.019416360294118
69,testing,10.048095703125
70,testing,9.38007229477612
71,testing,9.736497961956522
72,testing,10.198798076923078
73,testing,8.498689734417459
74,testing,8.576882906910877
75,testing,10.023177083333334
76,testing,7.384552065664144
77,testing,9.996408045977011
78,testing,10.023706896551724
79,testing,7.334169778863755
80,testing,9.078688909774437
81,testing,10.485845588235295
82,testing,10.60694781553398
83,testing,10.313226744186046
84,testing,10.344866071428571
85,testing,9.87357305936073
86,testing,9.67427743544601
87,testing,10.114322916666667
88,testing,6.98802806712963
89,testing,8.115807799442896
90,testing,10.1470947265625
91,testing,9.838276836158192
92,testing,10.196844362745098
93,testing,10.146918402777779
94,testing,9.912627551020408
95,testing,8.41935822147651
96,testing,9.814832089552239
97,testing,9.986538461538462
98,testing,8.995517998866212
99,testing,9.683694278492647
100,testing,9.869340945512821
101,testing,10.835227272727273
102,testing,10.16265368852459
103,testing,9.869318181818182
104,testing,8.359382781374501
105,testing,9.936126373626374
106,testing,10.001197076612904
107,testing,10.141983695652174
108,testing,9.895751953125
109,testing,9.49345470610119
110,testing,10.202018805309734
111,testing,9.759691455696203
112,testing,9.022510593220339
113,testing,10.346472897669706
114,testing,10.120535714285714
115,testing,10.02124451754386
116,testing,8.770071737421384
117,testing,9.76663306451613
118,testing,9.736383928571428
119,testing,9.483786962365592
120,testing,9.886017628205128
121,testing,8.479151526162791
122,testing,8.793145161290322
123,testing,10.070625
124,testing,10.166178385416666
125,testing,10.33215206185567
126,testing,10.181884765625
127,testing,8.536225452161815
128,testing,9.572351907630521
129,testing,10.464894480519481
130,testing,9.72640625
131,testing,10.607421875
