question_id,type,mean_score
0,testing,-13.578125
1,testing,-13.286904761904761
2,testing,-13.951704545454545
3,testing,-14.279044117647059
4,testing,-13.385304054054053
5,testing,-12.021356345885634
6,testing,-13.867456896551724
7,testing,-13.565399484536082
8,testing,-11.879477611940299
9,testing,-13.83001893939394
10,testing,-13.382046568627452
11,testing,-15.180160984848484
12,testing,-14.235632183908047
13,testing,-13.57013888888889
14,testing,-14.676846590909092
15,testing,-14.202927215189874
16,testing,-13.29318820224719
17,testing,-14.4790625
18,testing,-14.46577380952381
19,testing,-13.54740168539326
20,testing,-15.038417431192661
21,testing,-13.268811677631579
22,testing,-13.166078629032258
23,testing,-13.717973602484472
24,testing,-13.826754385964913
25,testing,-13.370410839160838
26,testing,-13.832386363636363
27,testing,-13.6
28,testing,-12.715625
29,testing,-13.606186224489797
30,testing,-13.68285472972973
31,testing,-13.52489406779661
32,testing,-14.334821428571429
33,testing,-14.26431074766355
34,testing,-13.518193493150685
35,testing,-11.999903747433265
36,testing,-14.52185582822086
37,testing,-11.552528089887641
38,testing,-14.45253537735849
39,testing,-14.225228658536585
40,testing,-13.415625
41,testing,-14.179424157303371
42,testing,-13.999609375
43,testing,-13.853344298245615
44,testing,-11.520881558641975
45,testing,-14.032916666666667
46,testing,-13.777057926829269
47,testing,-11.49934568676717
48,testing,-14.143830128205128
49,testing,-13.400191326530612
50,testing,-13.673828125
51,testing,-13.789152298850574
52,testing,-12.899945175438596
53,testing,-13.205773305084746
54,testing,-13.661305147058824
55,testing,-11.120667016806722
56,testing,-11.738598349687779
57,testing,-13.773133116883116
58,testing,-13.238125
59,testing,-13.601485906862745
60,testing,-13.97265625
61,testing,-13.495233050847459
62,testing,-12.759780534351146
63,testing,-14.152391975308642
64,testing,-10.793380801687764
65,testing,-14.521752450980392
66,testing,-13.733297413793103
67,testing,-11.36030910326087
68,testing,-14.651424632352942
69,testing,-13.88134765625
70,testing,-12.694612873134329
71,testing,-14.439877717391305
72,testing,-13.959615384615384
73,testing,-11.332795516304348
74,testing,-11.324230551359516
75,testing,-13.691666666666666
76,testing,-11.145876826722338
77,testing,-13.55280172413793
78,testing,-13.713900862068966
79,testing,-11.181812238493723
80,testing,-11.842857142857143
81,testing,-13.895955882352942
82,testing,-13.847694174757281
83,testing,-13.968386627906977
84,testing,-13.997767857142858
85,testing,-12.343678652968036
86,testing,-13.851159037558686
87,testing,-13.958333333333334
88,testing,-10.50787037037037
89,testing,-10.61049791086351
90,testing,-13.75927734375
91,testing,-13.088453389830509
92,testing,-14.480698529411764
93,testing,-13.90234375
94,testing,-13.494579081632653
95,testing,-13.838296979865772
96,testing,-13.70009328358209
97,testing,-13.763942307692307
98,testing,-11.80296910430839
99,testing,-13.843290441176471
100,testing,-13.588942307692308
101,testing,-13.638257575757576
102,testing,-13.621926229508198
103,testing,-13.679924242424242
104,testing,-11.139815737051793
105,testing,-13.896978021978022
106,testing,-13.052671370967742
107,testing,-13.880774456521738
108,testing,-13.56298828125
109,testing,-13.595610119047619
110,testing,-14.409568584070797
111,testing,-14.014636075949367
112,testing,-13.106197033898304
113,testing,-11.815064589665653
114,testing,-13.896329365079366
115,testing,-13.439967105263158
116,testing,-11.86320754716981
117,testing,-13.789314516129032
118,testing,-13.040625
119,testing,-13.139448924731182
120,testing,-13.396233974358974
121,testing,-12.896438953488373
122,testing,-13.739717741935484
123,testing,-13.392916666666666
124,testing,-13.5625
125,testing,-14.88305412371134
126,testing,-13.85400390625
127,testing,-11.389041095890411
128,testing,-12.561872489959839
129,testing,-14.08400974025974
130,testing,-13.611875
131,testing,-15.044170673076923
132,testing,-13.877083333333333
133,testing,-12.999604430379748
134,testing,-11.958971642764016
135,testing,-13.943667763157896
136,testing,-13.416824494949495
137,testing,-11.58875644329897
138,testing,-13.43375
139,testing,-12.99855132450331
140,testing,-14.203039617486338
141,testing,-13.479029605263158
142,testing,-11.142252604166666
143,testing,-13.506558641975309
144,testing,-13.444230769230769
145,testing,-13.532766990291263
146,testing,-12.12358476132191
147,testing,-13.733297413793103
148,testing,-13.684278350515465
149,testing,-14.089564732142858
150,testing,-13.988864942528735
151,testing,-13.457837301587302
152,testing,-13.388586956521738
153,testing,-14.115188953488373
154,testing,-10.246980042016807
155,testing,-13.87530048076923
156,testing,-13.779384328358208
157,testing,-13.45695754716981
158,testing,-14.41633064516129
159,testing,-13.59939236111111
160,testing,-10.772974308300395
161,testing,-11.260146657571623
162,testing,-13.770432692307692
163,testing,-12.85138888888889
164,testing,-11.767197986577182
165,testing,-14.048735119047619
166,testing,-13.22191722972973
167,testing,-11.735481878088962
168,testing,-13.676930147058824
169,testing,-12.929290254237289
170,testing,-13.891684322033898
171,testing,-13.641702586206897
