question_id,type,mean_score
0,testing,-0.18860665683088632
1,testing,-0.1916028191061581
2,testing,-0.08083238463470901
3,testing,-0.2642547423581043
4,testing,-0.014218346547272246
5,testing,-0.20407922157255406
6,testing,-0.27604893275669645
7,testing,-0.1896423177516207
8,testing,-0.032930164802365186
9,testing,-0.2544367956736731
10,testing,-0.19629743987438725
11,testing,-0.04443580873550907
12,testing,-0.1879810195371329
13,testing,-0.18153828588025323
14,testing,-0.14741041602157964
15,testing,-0.08230279621325041
16,testing,-0.3072755503100018
17,testing,0.036326254567792336
18,testing,-0.22638567756204045
19,testing,-0.19232896316883175
20,testing,-0.11851297510732518
21,testing,-0.03120953211120803
22,testing,-0.1407796055817407
23,testing,-0.10029804153947641
24,testing,-0.36271582709418404
25,testing,-0.16980150010850695
26,testing,-0.19272567004692265
27,testing,-0.1882834183542352
28,testing,-0.2204529949437792
29,testing,-0.07580193052900598
30,testing,-0.31824514899455325
31,testing,-0.18137005397251674
32,testing,-0.31826486026539524
33,testing,-0.26173267549681434
34,testing,-0.2102036195642808
35,testing,-0.0679619994214786
36,testing,-0.2071996835561899
37,testing,-0.010476272350302969
38,testing,-0.10400670888472577
39,testing,-0.17343265195436117
40,testing,-0.3009922540009911
41,testing,-0.19897034054710752
42,testing,-0.2391152319970069
43,testing,-0.07230029059845267
44,testing,-0.0634714562123216
45,testing,-0.35640415675203563
46,testing,-0.23962721039977256
47,testing,-0.10747519322232872
48,testing,-0.33032156291760895
49,testing,-0.17294049006636425
50,testing,-0.06201974447671469
51,testing,-0.07423191978817895
52,testing,-0.11271406293989301
53,testing,-0.09686147755589979
54,testing,-0.23730996938852164
55,testing,0.026010713269633633
56,testing,-0.12023667633027878
57,testing,-0.05844312100797086
58,testing,-0.2269446055094401
59,testing,-0.013599043772404925
60,testing,-0.12982862135943243
61,testing,-0.24869183131626674
62,testing,-0.0421954345703125
63,testing,-0.04992530919328521
64,testing,-0.10994071485590638
65,testing,0.013196443256578948
66,testing,-0.29877358895760997
67,testing,0.019570761089083514
68,testing,-0.17750372314453125
69,testing,-0.0961792238297001
70,testing,-0.10910062647577543
71,testing,-0.04496010581215659
72,testing,-0.29365333678230404
73,testing,0.027189880081369907
74,testing,0.006167671493636812
75,testing,-0.18329151889734102
76,testing,0.03019442204721944
77,testing,-0.1579443849163291
78,testing,-0.1937586004083807
79,testing,0.030025512817873055
80,testing,0.0035127571129324243
81,testing,-0.3471251122745467
82,testing,-0.19197467842487373
83,testing,-0.09033174152615704
84,testing,-0.04814159508907434
85,testing,-0.020164093800953457
86,testing,-0.06760905575176986
87,testing,-0.28234608968098956
88,testing,-0.01880831037248884
89,testing,-0.00267425391283126
90,testing,-0.26456701560098617
91,testing,-0.10301806355080409
92,testing,-0.03432464599609375
93,testing,-0.12182765220528219
94,testing,-0.027748439622961956
95,testing,-0.2226869619576035
96,testing,-0.22600506979321677
97,testing,-0.23524585846931703
98,testing,-0.05578912891218687
99,testing,-0.09303225003756009
100,testing,-0.19789539683948865
101,testing,-0.17986956886623218
102,testing,-0.16060036107113487
103,testing,-0.13523997957744296
104,testing,0.0017179426599721439
105,testing,-0.031676632234419896
106,testing,-0.1756114470653045
107,testing,-0.05277331122036638
108,testing,-0.21201074318807633
109,testing,-0.13819310694565007
110,testing,-0.16013600276066706
111,testing,-0.1448603590873823
112,testing,0.04626412227235992
113,testing,-0.1234592908995347
114,testing,-0.27225244240682633
115,testing,-0.2684116710316051
116,testing,-0.06815411293343322
117,testing,-0.35522015889485675
118,testing,-0.16024153979856576
119,testing,0.07586811864098837
120,testing,-0.02113039065630008
121,testing,-0.11058961675408181
122,testing,-0.04508783847470827
123,testing,-0.18703852759467232
124,testing,-0.17199122652094415
125,testing,-0.07815516680136494
126,testing,-0.2897827394547001
127,testing,0.019544980963882134
128,testing,-0.023120249598479466
129,testing,-0.17263428152424015
130,testing,-0.02929944490131579
131,testing,-0.13573201497395834
132,testing,-0.279655188844915
133,testing,-0.13178945842542147
134,testing,-0.03131987899541855
135,testing,-0.1926724116007487
136,testing,-0.0915119388560557
137,testing,-0.07820409623758534
138,testing,-0.17762555016411674
139,testing,-0.07331419644290454
140,testing,0.01826939174107143
141,testing,-0.11579048470275043
142,testing,0.026533950805664064
143,testing,-0.01160681875128495
144,testing,-0.14578834908907531
145,testing,-0.0913680718869579
146,testing,-0.08112575595976372
147,testing,-0.15639176802201704
148,testing,-0.1518525468542221
149,testing,-0.05246625627790179
150,testing,-0.32238111824824894
151,testing,-0.1261347786324923
152,testing,-0.1415174733037534
153,testing,-0.23739856626929307
154,testing,-0.10078739058150936
155,testing,0.12480652448043082
156,testing,-0.12579890659877233
157,testing,-0.2156549072265625
158,testing,-0.1368082850432593
159,testing,-0.14324825913158815
160,testing,-0.11160943657159805
161,testing,-0.06713420355063879
162,testing,-0.2533454895019531
163,testing,-0.06752005587802844
164,testing,-0.009055519540468125
165,testing,0.049880305423012264
166,testing,-0.1646513409084744
167,testing,-0.029007400384470194
168,testing,-0.22256199763371395
169,testing,-0.08502652352316338
170,testing,0.0562796341745477
171,testing,-0.3016897130895544
172,testing,-0.19403300565831802
173,testing,-0.042275780125668176
174,testing,-0.36902993185478344
175,testing,-0.13991205743018617
176,testing,-0.0388169764501257
177,testing,-0.17300801734401755
178,testing,-0.15549865326324067
179,testing,-0.038964549700419106
180,testing,-0.053989410400390625
181,testing,-0.0995114504635989
182,testing,-0.026606473146251447
183,testing,-0.1151397011496804
184,testing,-0.02903065782912234
185,testing,-0.11678843893063297
186,testing,-0.0821492744214607
187,testing,-0.08810499602673101
188,testing,-0.031206185477120535
189,testing,-0.12000970673142818
190,testing,-0.07698469895582932
191,testing,0.06088839444247159
192,testing,-0.276870850593813
193,testing,0.018880291226543958
194,testing,-0.17267162880201017
195,testing,-0.20417511463165283
196,testing,-0.1787200576957615
197,testing,-0.07561535781688905
198,testing,-0.12010409380938555
199,testing,-0.10995031954974112
200,deployment,-0.13698021141258446
201,deployment,0.043908480940193964
202,deployment,-0.03455858552054073
203,deployment,0.021578107561383928
204,deployment,0.07123832878429219
205,deployment,-0.07431868668440934
206,deployment,-0.1626723607381185
207,deployment,0.05174340754209443
208,deployment,0.08946711300340898
209,deployment,-0.07397844988212533
210,deployment,-0.19552195734447902
211,deployment,-0.10374874538845485
212,deployment,0.05926314133864183
213,deployment,0.10428368172994475
214,deployment,-0.22697460290157434
215,deployment,-0.17072967003131734
216,deployment,0.037100489546613
217,deployment,0.05189662206740606
218,deployment,-0.12334663637222783
219,deployment,-0.14410928579477164
220,deployment,0.04986439156256127
221,deployment,0.06537383991283374
222,deployment,-0.07620322487571023
223,deployment,-0.020383684822682584
224,deployment,-0.11384006256752825
225,deployment,-0.013287108877430792
226,deployment,-0.005749433468549679
227,deployment,-0.16376836249168883
228,deployment,-0.13944741953974185
229,deployment,-0.05943451271400795
230,deployment,-0.22549828062666225
231,deployment,0.040457953918568615
232,deployment,-0.04360926151275635
233,deployment,0.06752022929575252
234,deployment,-0.0884844188448749
235,deployment,0.14427215702976215
236,deployment,0.03157775632796749
237,deployment,-0.051051062506598396
238,deployment,-0.035774723176033266
239,deployment,0.1903312117965133
240,deployment,-0.05198366501752068
241,deployment,-0.3067340193123653
242,deployment,-0.19856277314743193
243,deployment,0.03553183325405779
244,deployment,-0.19577054110440342
245,deployment,0.04356010592713648
246,deployment,0.09019673665364583
247,deployment,-0.08486223220825195
248,deployment,-0.21774097610922422
249,deployment,-0.18081280132671734
250,deployment,-0.16955155592698318
251,deployment,-0.0743674676395157
252,deployment,-0.10794032703746449
253,deployment,-0.05297589983258929
254,deployment,0.06491879054478236
255,deployment,-0.13754468350797086
256,deployment,-0.1112210026493779
257,deployment,-0.08724986037162885
258,deployment,0.0945459280902075
259,deployment,0.04133113553331672
260,deployment,-0.1681469433928189
261,deployment,-0.01747135783350745
262,deployment,-0.004446847098214286
263,deployment,-0.09373341435971468
264,deployment,-0.04942962367360185
265,deployment,0.0425303463962004
266,deployment,0.025029652154267723
267,deployment,-0.02852498085845804
268,deployment,-0.17763415048288744
269,deployment,-0.09622380733489991
270,deployment,0.07943410000446958
271,deployment,-0.08421337243282434
272,deployment,-0.06780063906195444
273,deployment,-0.10534840060355968
274,deployment,-0.2472303366359276
275,deployment,-0.003357531977634804
276,deployment,0.2912957182384673
277,deployment,-0.1674652099609375
278,deployment,-0.07934255078674513
279,deployment,0.04795828252700862
280,deployment,-0.18210303265115488
281,deployment,-0.06978813807169597
282,deployment,0.09880093830387766
283,deployment,-0.04581359212432427
284,deployment,-0.08989230069247159
285,deployment,-0.2757489487931535
286,deployment,0.03831931236369204
287,deployment,-0.06085391920440051
288,deployment,-0.1035230368898626
289,deployment,0.24477184371442984
290,deployment,-0.23168711508474044
291,deployment,-0.15114963272280432
292,deployment,0.05396660495160231
293,deployment,-0.04424573926706275
294,deployment,0.018655565049913194
295,deployment,0.06520637559013133
296,deployment,-0.13865891942438088
297,deployment,0.04399937723053623
298,deployment,0.03585080768920649
299,deployment,-0.10290850125826322
300,deployment,0.06470080784388951
301,deployment,0.034910427303764764
302,deployment,-0.04942962367360185
303,deployment,-0.02409755161830357
304,deployment,-0.0716262935667999
305,deployment,0.020614789879840355
306,deployment,0.03889626800698578
307,deployment,0.18011723152049358
308,deployment,-0.07674773400571167
309,deployment,0.05994387370784108
310,deployment,-0.19416218778512773
311,deployment,-0.2511620615042892
312,deployment,-0.10103532637672863
313,deployment,-0.14611405592698318
314,deployment,0.06929922103881836
315,deployment,0.04065632276208682
316,deployment,-0.013957850339862321
317,deployment,0.0006842980018028846
318,deployment,0.06312505941722249
319,deployment,0.013517694887907609
320,deployment,0.04838665553501674
321,deployment,-0.33706941466400586
322,deployment,-0.08228968648077215
323,deployment,-0.030424407034209282
324,deployment,-0.0006027357192911856
325,deployment,-0.15811304364885603
326,deployment,0.1339818590281465
327,deployment,0.036842052753155045
328,deployment,-0.1884056617473734
329,deployment,-0.1812954810357863
330,deployment,-0.18169698629293357
331,deployment,-0.13150162167019314
332,deployment,-0.08292813687711148
333,deployment,-0.004512893819363318
334,deployment,-0.17535938936121323
335,deployment,-0.04911529396382553
336,deployment,-0.2497729710170201
337,deployment,-0.03901895983465787
338,deployment,-0.13398361206054688
339,deployment,-0.13998842239379883
340,deployment,0.039498611535439945
341,deployment,-0.0570141594364958
342,deployment,0.030376791954040527
343,deployment,-0.14512494405110676
344,deployment,-0.10795148213704427
345,deployment,-0.08041359230324074
346,deployment,-0.09693686745383523
347,deployment,-0.13080529721907383
348,deployment,-0.03175936632705756
349,deployment,-0.0038410261565563725
350,deployment,-0.154598388671875
351,deployment,-0.052977320659591494
352,deployment,0.03934148709345523
353,deployment,-0.07190802437918527
354,deployment,0.046494001587385377
355,deployment,-0.09401993524460565
356,deployment,0.05187954417096728
357,deployment,-0.0954353260479385
358,deployment,-0.05325441472670611
359,deployment,-0.07933688985890355
360,deployment,0.03740253667721803
