question_id,type,mean_score
0,testing,14.854166666666666
1,testing,15.522977941176471
2,testing,15.383928571428571
3,testing,15.051067073170731
4,testing,15.895947802197803
5,testing,14.094975490196079
6,testing,15.344494047619047
7,testing,14.546875
8,testing,14.386106927710843
9,testing,14.672123015873016
10,testing,14.874684343434344
11,testing,15.046511627906977
12,testing,15.113839285714286
13,testing,15.208333333333334
14,testing,15.272058823529411
15,testing,14.761513157894736
16,testing,14.859011627906977
17,testing,15.30444587628866
18,testing,15.220281862745098
19,testing,15.036337209302326
20,testing,15.859375
21,testing,15.820598006644518
22,testing,15.390237603305785
23,testing,15.637658227848101
24,testing,14.405092592592593
25,testing,15.5125
26,testing,14.35
27,testing,14.804824561403509
28,testing,15.431366822429906
29,testing,15.125328947368422
30,testing,14.723591549295774
31,testing,14.889508928571429
32,testing,14.561789772727273
33,testing,15.282752403846153
34,testing,15.26048951048951
35,testing,14.901808702368692
36,testing,15.048046875
37,testing,14.879736990950226
38,testing,15.662924757281553
39,testing,14.841772151898734
40,testing,14.940764925373134
41,testing,14.861918604651162
42,testing,14.929383116883116
43,testing,15.29757882882883
44,testing,14.281734496124031
45,testing,15.063368055555555
46,testing,15.552215189873417
47,testing,14.494804785894207
48,testing,14.355
49,testing,15.479276315789473
50,testing,14.875811688311689
51,testing,14.845238095238095
52,testing,15.390484234234235
53,testing,15.045923913043477
54,testing,14.598557692307692
55,testing,14.815935517970402
56,testing,14.436214221824686
57,testing,15.32347972972973
58,testing,14.617021276595745
59,testing,15.104475308641975
60,testing,14.40625
61,testing,14.628348214285714
62,testing,15.166264478764479
63,testing,15.04727564102564
64,testing,14.98263888888889
65,testing,15.194128787878787
66,testing,14.455681818181818
67,testing,15.068835616438356
68,testing,16.038533834586467
69,testing,14.560963114754099
70,testing,15.128891509433963
71,testing,14.458216292134832
72,testing,14.563004032258064
73,testing,15.01626712328767
74,testing,15.008942089326268
75,testing,14.694078947368421
76,testing,14.824579831932773
77,testing,14.243303571428571
78,testing,14.75
79,testing,14.804473684210526
80,testing,14.904456193353475
81,testing,14.945884146341463
82,testing,15.2509375
83,testing,14.804969879518072
84,testing,14.596548507462687
85,testing,14.99066091954023
86,testing,15.228427895981087
87,testing,14.62938596491228
88,testing,15.011587078651685
89,testing,15.0006103515625
90,testing,14.689036885245901
91,testing,15.35308908045977
92,testing,15.29135101010101
93,testing,14.574728260869565
94,testing,15.127960526315789
95,testing,14.5
96,testing,14.60107421875
97,testing,14.302923387096774
98,testing,14.741360921501707
99,testing,14.829326923076923
100,testing,14.93530701754386
101,testing,14.710611979166666
102,testing,14.845905172413794
103,testing,15.251488095238095
104,testing,14.768662324649299
105,testing,14.333806818181818
106,testing,15.497159090909092
107,testing,14.454705056179776
108,testing,14.788422131147541
109,testing,15.260030864197532
110,testing,15.142897727272727
111,testing,14.945723684210526
112,testing,15.250271739130435
113,testing,14.670795223577235
114,testing,14.51875
115,testing,15.11570945945946
116,testing,14.691907051282051
117,testing,14.522245762711865
118,testing,14.838152985074627
119,testing,15.049652777777778
120,testing,15.17
121,testing,15.039909638554217
122,testing,15.237253289473685
123,testing,14.461805555555555
124,testing,15.156586021505376
125,testing,15.21908244680851
126,testing,14.79764344262295
127,testing,15.030041436464089
128,testing,15.205538617886178
129,testing,15.09206081081081
130,testing,15.150451030927835
131,testing,14.746596534653465
132,testing,14.62938596491228
133,testing,14.595394736842104
134,testing,15.044339005235603
135,testing,15.006849315068493
136,testing,15.361217948717949
137,testing,14.941051660516605
138,testing,14.449652777777779
139,testing,15.54054054054054
140,testing,15.505555555555556
141,testing,14.948630136986301
142,testing,14.78066037735849
143,testing,15.127403846153847
144,testing,15.044858870967742
145,testing,15.4478125
146,testing,15.223126535626536
147,testing,14.602272727272727
148,testing,15.566821808510639
149,testing,15.107511467889909
150,testing,14.642857142857142
151,testing,14.613541666666666
152,testing,14.501404494382022
153,testing,14.546686746987952
154,testing,15.064893617021276
155,testing,15.464418316831683
156,testing,15.12060546875
157,testing,14.475
158,testing,15.40547520661157
159,testing,14.63088768115942
160,testing,15.079
161,testing,14.249967959671906
162,testing,14.335833333333333
163,testing,15.520114942528735
164,testing,14.48240427927928
165,testing,15.407407407407407
166,testing,15.48103448275862
167,testing,14.609426738410596
168,testing,14.27548076923077
169,testing,15.20733695652174
170,testing,15.19266304347826
171,testing,14.163636363636364
172,testing,15.752906976744185
173,testing,15.094967532467532
174,testing,14.337284482758621
175,testing,15.290300546448087
176,testing,15.154473039215686
177,testing,14.59046052631579
178,testing,15.402597402597403
179,testing,15.201168524871354
180,testing,15.001506024096386
181,testing,15.173869680851064
182,testing,14.439752832131823
183,testing,14.958488805970148
184,testing,14.976236979166666
185,testing,15.39991554054054
186,testing,15.140625
187,testing,15.086943069306932
188,testing,15.137140287769784
189,testing,14.956896551724139
190,testing,14.65985576923077
191,testing,15.60017523364486
192,testing,14.423668032786885
193,testing,15.075
194,testing,14.463373655913978
195,testing,14.59228515625
196,testing,15.20296052631579
197,testing,15.318274456521738
198,testing,15.005
199,testing,15.067454268292684
200,deployment,15.239118303571429
201,deployment,15.57843137254902
202,deployment,15.593055555555555
203,deployment,15.3259375
204,deployment,16.108870967741936
205,deployment,15.271291208791208
206,deployment,15.137044270833334
207,deployment,15.76932123655914
208,deployment,15.478911042944786
209,deployment,15.954111842105263
210,deployment,15.06786941580756
211,deployment,14.600694444444445
212,deployment,15.784944282945736
213,deployment,14.564043209876543
214,deployment,15.133996212121213
215,deployment,14.663377192982455
216,deployment,15.709645669291339
217,deployment,15.465277777777779
218,deployment,14.691028225806452
219,deployment,14.373774509803921
220,deployment,15.738509241245136
221,deployment,15.734003656307129
222,deployment,15.34375
223,deployment,15.50287356321839
224,deployment,14.962837837837839
225,deployment,15.601704545454545
226,deployment,15.81650641025641
227,deployment,15.60270979020979
228,deployment,13.929347826086957
229,deployment,15.518929380664652
230,deployment,14.277925531914894
231,deployment,15.665121336996338
232,deployment,15.148660714285715
233,deployment,14.477729885057471
234,deployment,16.222103004291846
235,deployment,15.595766129032258
236,deployment,15.675089445438283
237,deployment,15.576807228915662
238,deployment,15.3865
239,deployment,15.93545081967213
240,deployment,14.584099264705882
241,deployment,15.167134831460674
242,deployment,15.069265463917526
243,deployment,15.951155462184873
244,deployment,14.29659090909091
245,deployment,14.862955729166666
246,deployment,16.174436475409838
247,deployment,15.22120786516854
248,deployment,15.45047514619883
249,deployment,15.104261363636363
250,deployment,14.528846153846153
251,deployment,15.582568807339449
252,deployment,14.733630952380953
253,deployment,15.208180147058824
254,deployment,14.601190476190476
255,deployment,14.23972602739726
