question_id,type,mean_score
0,testing,205.52045454545456
1,testing,68.815
2,testing,107.81884057971014
3,testing,216.159375
4,testing,147.75954861111111
5,testing,-60.019646462429776
6,testing,199.9717987804878
7,testing,109.90575641134511
8,testing,51.88103693181818
9,testing,148.17448450307376
10,testing,214.10405927835052
11,testing,123.78112696850394
12,testing,129.890243902439
13,testing,103.8062385110294
14,testing,134.77315512048193
15,testing,223.62478885135135
16,testing,121.48251488095238
17,testing,156.4763980263158
18,testing,116.01875
19,testing,70.0244140625
20,testing,88.38931039663461
21,testing,135.1502403846154
22,testing,62.676441865808826
23,testing,77.98031850961539
24,testing,149.109375
25,testing,38.419384057971016
26,testing,88.09243222891567
27,testing,290.175
28,testing,55.29486607142857
29,testing,97.75974462365592
30,testing,189.51064311594203
31,testing,230.57638888888889
32,testing,159.95239825581396
33,testing,191.80514705882354
34,testing,38.2247617464539
35,testing,16.816048479424666
36,testing,178.5045490506329
37,testing,7.354556551846591
38,testing,241.57518564356437
39,testing,101.78368506493507
40,testing,185.25721153846155
41,testing,122.71670386904762
42,testing,255.20791666666668
43,testing,84.87930045871559
44,testing,56.511876701010884
45,testing,199.90133928571427
46,testing,111.10734577922078
47,testing,49.177415493258515
48,testing,221.95419520547946
49,testing,71.19993279569893
50,testing,186.64041666666665
51,testing,231.5093368902439
52,testing,44.0230432912844
53,testing,93.88716814159292
54,testing,222.48342943948413
55,testing,19.869169652335458
56,testing,69.23518530185932
57,testing,216.91167534722223
58,testing,146.05833333333334
59,testing,85.97548173852357
60,testing,138.33278917910448
61,testing,195.77083333333334
62,testing,-15.95697045233463
63,testing,132.43729440789474
64,testing,-16.37190193965517
65,testing,176.45634664948454
66,testing,254.19103773584905
67,testing,60.95114497245179
68,testing,89.0257186307252
69,testing,227.96853482521186
70,testing,67.98785052281369
71,testing,72.80792025862068
72,testing,205.90416666666667
73,testing,54.68254993112948
74,testing,-79.05569441811978
75,testing,253.6681818181818
76,testing,21.919320279535864
77,testing,166.79477896341464
78,testing,260.04716981132077
79,testing,17.853379360465116
80,testing,-39.718583910392994
81,testing,94.23515625
82,testing,160.83705357142858
83,testing,150.44077932098764
84,testing,230.43896484375
85,testing,221.72750072170902
86,testing,88.62110302850357
87,testing,225.7647727272727
88,testing,9.021919221698113
89,testing,-133.83046056651537
90,testing,233.70953058792372
91,testing,-16.774164244186046
92,testing,179.39078608247422
93,testing,226.36240671641792
94,testing,199.4733702956989
95,testing,114.84309895833333
96,testing,180.61945564516128
97,testing,138.36927083333333
98,testing,28.619799832525654
99,testing,252.3395802331349
100,testing,68.96337890625
101,testing,183.66489361702128
102,testing,250.56699916294642
103,testing,237.1485655737705
104,testing,79.48175773390342
105,testing,187.1578851744186
106,testing,115.99133403361344
107,testing,104.01059626436782
108,testing,202.08135262182202
109,testing,124.06724683544304
110,testing,90.33738425925925
111,testing,171.5981841216216
112,testing,117.79673672566372
113,testing,75.2759753691446
114,testing,250.20905172413794
115,testing,-2.357368119266055
116,testing,126.68813016817167
117,testing,235.7938596491228
118,testing,160.9408653846154
119,testing,193.41867897727272
120,testing,249.25128424657535
121,testing,-27.657793209876544
122,testing,77.645
123,testing,128.31986607142858
124,testing,53.99811126373626
125,testing,257.0840480638587
126,testing,259.0368610963983
127,testing,59.29220377604167
128,testing,-11.323802510245901
129,testing,253.99262152777777
130,testing,203.87302631578947
131,testing,142.92960858585857
132,testing,263.88863636363635
133,testing,38.649070945945944
134,testing,3.2465217970800526
135,testing,200.88952464788733
136,testing,92.36398963730569
137,testing,-6.559051355783444
138,testing,143.3970982142857
139,testing,50.953017979452056
140,testing,122.92916081460675
141,testing,239.84286971830986
142,testing,15.642964124177631
143,testing,67.1517269736842
144,testing,228.3359375
145,testing,115.09661989795919
146,testing,-49.82085610375616
