question_id,type,mean_score
0,testing,-0.07098595570709745
1,testing,-0.16629917181811285
2,testing,-0.16984832544120954
3,testing,-0.14113480704171316
4,testing,-0.14921226930082515
5,testing,-0.3624986369958085
6,testing,-0.14862060546875
7,testing,-0.14064845034950657
8,testing,-0.20493284184881982
9,testing,-0.11609703302383423
10,testing,-0.22294987058176577
11,testing,-0.1878516845703125
12,testing,-0.13955615815662203
13,testing,-0.20158472928133878
14,testing,-0.1582295980798193
15,testing,-0.1404819240817776
16,testing,-0.1471003389906609
17,testing,-0.1123342311128657
18,testing,-0.18364026708510314
19,testing,-0.16700306157956177
20,testing,-0.13064784629672183
21,testing,-0.1610426902770996
22,testing,-0.2134421927029969
23,testing,-0.17447622198807566
24,testing,-0.13918900923295455
25,testing,-0.21074195072568697
26,testing,-0.17938600103539157
27,testing,-0.06880661536907327
28,testing,-0.1794645521375868
29,testing,-0.13527976588199014
30,testing,-0.07823838127983941
31,testing,-0.04722193667763158
32,testing,-0.1096695301144622
33,testing,-0.1475806603064904
34,testing,-0.20050561167027828
35,testing,-0.3361993742552531
36,testing,-0.1440146865358778
37,testing,-0.3160265093264372
38,testing,-0.15577374082623105
39,testing,-0.133612060546875
40,testing,-0.16009970272288604
41,testing,-0.15613520005170037
42,testing,-0.09268266726762821
43,testing,-0.1279291006234976
44,testing,-0.3123601757505405
45,testing,-0.13374159071180555
46,testing,-0.1157390832901001
47,testing,-0.2857091321726535
48,testing,-0.08822076970880682
49,testing,-0.19609930160197805
50,testing,-0.0985105465619992
51,testing,-0.06542178883272058
52,testing,-0.14138616834368026
53,testing,-0.1512584197215545
54,testing,-0.0893258759469697
55,testing,-0.2686154616910447
56,testing,-0.28269813379549935
57,testing,-0.08166605631510417
58,testing,-0.07128907223137057
59,testing,-0.2076498003148321
60,testing,-0.046934708305027176
61,testing,-0.0812645627741228
62,testing,-0.2838105585470618
63,testing,-0.056036758422851565
64,testing,-0.1748022914918001
65,testing,-0.11341520150502522
66,testing,-0.06204320734197443
67,testing,-0.2411000704524493
68,testing,-0.13970220656622023
69,testing,-0.08079068622891865
70,testing,-0.14100295283094214
71,testing,-0.12213752580725629
72,testing,-0.10982990264892578
73,testing,-0.24165913552948923
74,testing,-0.3425293574961581
75,testing,-0.06377542429956896
76,testing,-0.26657455444335937
77,testing,-0.11103858017339939
78,testing,-0.06871577671595983
79,testing,-0.2710411820956366
80,testing,-0.3785915549741973
81,testing,-0.08562599740377287
82,testing,-0.15360321044921876
83,testing,-0.18185725212097167
84,testing,-0.03620682901410914
85,testing,-0.16916964898396175
86,testing,-0.17355789347765918
87,testing,-0.05095172750538793
88,testing,-0.20177066029178714
89,testing,-0.2718477867860389
90,testing,-0.06846667874243952
91,testing,-0.15660183928733648
92,testing,-0.13035127305492913
93,testing,-0.07855763154871323
94,testing,-0.07702210128948253
95,testing,-0.2578761909581438
96,testing,-0.04723095893859863
97,testing,-0.09087069072420635
98,testing,-0.2943092346191406
99,testing,-0.0418243408203125
100,testing,-0.12490406974417265
101,testing,-0.17450607463877688
102,testing,-0.06062264278017242
103,testing,-0.05910634994506836
104,testing,-0.3300848650786043
105,testing,-0.10195751623673872
106,testing,-0.1533122951701536
107,testing,-0.1279789859598333
108,testing,-0.07197447746030745
109,testing,-0.1359612069478849
110,testing,-0.1344907488141741
111,testing,-0.03486592060810811
112,testing,-0.16923170823317307
113,testing,-0.2545741507347594
114,testing,-0.09966548796622984
115,testing,-0.18499233486416103
116,testing,-0.2149118436437075
117,testing,-0.041505407114497954
118,testing,-0.10908912209903493
119,testing,-0.1276153038287985
120,testing,0.00029590461827531646
121,testing,-0.10848863389756945
122,testing,-0.25146760280777075
123,testing,-0.1000859508775685
124,testing,-0.18763202868009868
125,testing,-0.14869579537348313
126,testing,-0.07738240559895833
127,testing,-0.24147317124383746
128,testing,-0.28688859350887347
129,testing,-0.07687130489864864
130,testing,-0.08533128102620442
131,testing,-0.18979461669921874
132,testing,-0.07343989405138739
133,testing,-0.10213497706821986
134,testing,-0.29830747090948573
135,testing,-0.07955995324539812
136,testing,-0.16686795421482362
137,testing,-0.30681988992097176
138,testing,-0.09639541416952055
139,testing,-0.1321742258915285
140,testing,-0.18563435294411398
141,testing,-0.020035202438766893
142,testing,-0.2734671114923473
143,testing,-0.13526777787642044
144,testing,-0.045954673520980344
145,testing,-0.1359878694168245
146,testing,-0.2876704150532459
147,testing,-0.06241498674665179
148,testing,-0.13602134303042762
149,testing,-0.12223297694943985
150,testing,-0.10018940405412154
151,testing,-0.10272118353074597
152,testing,-0.16583153509324597
153,testing,-0.07907334293227598
154,testing,-0.23927670140420237
155,testing,-0.17990651497474083
156,testing,-0.06127166748046875
157,testing,-0.08614252127853095
158,testing,-0.2047394299116291
159,testing,-0.07903334673713236
160,testing,-0.18901968930018087
161,testing,-0.2976019481542698
162,testing,-0.09527994791666666
163,testing,-0.13111741807725694
164,testing,-0.2910329043593037
165,testing,-0.06365814208984374
166,testing,-0.20882852488550646
167,testing,-0.3201573263078728
168,testing,-0.054503469756155304
169,testing,-0.15676402216372282
170,testing,-0.09374980097231658
171,testing,-0.07484657981178977
172,testing,-0.11324620801349018
173,testing,-0.17825951514306007
174,testing,-0.06709026468211207
175,testing,-0.27383350190662203
176,testing,-0.263529335580221
177,testing,-0.0718180682208087
178,testing,-0.12283716446314102
179,testing,-0.24817009567181408
180,testing,-0.05958125102950866
181,testing,-0.1188304735266644
182,testing,-0.2847468681454783
183,testing,-0.05514298624067164
184,testing,-0.08047774465460526
185,testing,-0.15670998488800436
186,testing,-0.03260006121735075
187,testing,-0.12151773693492111
188,testing,-0.15520677498891844
189,testing,-0.048241977033943964
190,testing,-0.08307863631338444
191,testing,-0.17232946447423986
192,testing,-0.07544914124503968
193,testing,-0.24152515873764502
194,testing,-0.1725709703233507
195,testing,-0.07669140742375301
196,testing,-0.13568028536709872
197,testing,-0.13005811903211806
198,testing,-0.090721435546875
199,testing,-0.2363485897288603
200,deployment,-0.07042557852608818
201,deployment,-0.1579236331051343
202,deployment,-0.1407413058810764
203,deployment,-0.09614572621355152
204,deployment,-0.07036257227626416
205,deployment,-0.03292913022248641
206,deployment,-0.1152941516994201
207,deployment,-0.14050665503149634
208,deployment,-0.09626802584020103
209,deployment,-0.1693234649864403
210,deployment,-0.25344955549933096
211,deployment,-0.054764747619628906
212,deployment,-0.14296160824239368
213,deployment,-0.061027434935052714
214,deployment,-0.07452597546933303
215,deployment,-0.10867413019729873
216,deployment,-0.13900513772840623
217,deployment,-0.12682893942882664
218,deployment,-0.09091041201636904
219,deployment,-0.07984204562205188
220,deployment,-0.14443352318912572
221,deployment,-0.14056104977344464
222,deployment,-0.11565516016504786
223,deployment,-0.017489814758300783
224,deployment,-0.15283526062334657
225,deployment,-0.12084056308063176
226,deployment,0.03168332045245322
227,deployment,-0.02268481884204166
228,deployment,-0.06560045607546543
229,deployment,-0.2001848120739435
230,deployment,-0.05108769734700521
231,deployment,-0.14890852461766152
232,deployment,-0.10217097355769231
233,deployment,-0.06964596835049716
234,deployment,-0.06499546706074416
235,deployment,-0.14073846657961114
236,deployment,-0.15290989474874916
237,deployment,-0.011873779296875
238,deployment,-0.015623291015625
239,deployment,0.013907707541998179
240,deployment,-0.08096833159958107
241,deployment,-0.157020395452326
242,deployment,-0.13113732431449143
243,deployment,-0.19484766358469688
244,deployment,-0.11068943568638392
245,deployment,-0.10243302162247475
246,deployment,-0.011090822456296811
247,deployment,-0.13400405712341995
248,deployment,-0.20544827368951613
249,deployment,-0.0924241202218192
250,deployment,-0.10213024211379718
